化学式,相,温度,结构文件,密度_Atom_per_Angstrom3,体系原子数,贡献者,HPC来源路径,代表帧来源,功能性
Sb64Se64,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/bbc/2-opt2-0.9/CONTCAR,0.06399,128,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/bbc/2-opt2-0.9/CONTCAR,opt-CONTCAR,Others
Sb64Se64,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/bbc/3-opt2-0.95/CONTCAR,0.05441,128,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/bbc/3-opt2-0.95/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/0-EOS/POSCAR,0.03305,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/0-EOS/POSCAR,md-first-frame,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/1-20GPa/POSCAR,0.04895,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/1-20GPa/POSCAR,md-first-frame,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/2-10GPa/POSCAR,0.04265,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/2-10GPa/POSCAR,md-first-frame,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/3-35GPa/POSCAR,0.05458,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/3-35GPa/POSCAR,md-first-frame,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/4-50GPa/POSCAR,0.05911,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/4-50GPa/POSCAR,md-first-frame,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/5-16GPa/1-opt2/CONTCAR,0.04698,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/5-16GPa/1-opt2/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/6-25GPa/POSCAR,0.05193,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/6-25GPa/POSCAR,md-first-frame,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/1-2%/CONTCAR,0.03448,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/1-2%/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/10-11%/CONTCAR,0.04698,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/10-11%/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/11-10.5/CONTCAR,0.04527,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/11-10.5/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/2-5%/CONTCAR,0.03785,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/2-5%/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/3-10%/CONTCAR,0.04452,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/3-10%/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/4-15%/CONTCAR,0.05285,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/4-15%/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/5-20%/CONTCAR,0.06339,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/5-20%/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/6-17%/CONTCAR,0.05676,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/6-17%/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/7-13%/CONTCAR,0.04929,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/7-13%/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/8-18%/CONTCAR,0.05886,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/8-18%/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/9-19%/CONTCAR,0.06107,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/EOS/9-19%/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/MD/0-0GPa/POSCAR,0.0332,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/MD/0-0GPa/POSCAR,md-first-frame,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/MD/1-10GPa/1-opt2/CONTCAR,0.04265,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/MD/1-10GPa/1-opt2/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/MD/2-20GPa/1-opt2/CONTCAR,0.04895,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/MD/2-20GPa/1-opt2/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/MD/3-35GPa/1-opt2/CONTCAR,0.05458,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/MD/3-35GPa/1-opt2/CONTCAR,opt-CONTCAR,Others
Sb120Se180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/32-Sb2Se3/pressure/MD/4-50GPa/1-opt2/CONTCAR,0.05911,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/32-Sb2Se3/pressure/MD/4-50GPa/1-opt2/CONTCAR,opt-CONTCAR,Others
Te150Zn150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/33-ZnTe/4-opt7/CONTCAR,0.03255,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/33-ZnTe/4-opt7/CONTCAR,opt-CONTCAR,Others
Ge43Sb86Te172,amorphous,300K,nscc1741_XM/xumeng/1-PCM/4-GST_124/10-opt2/CONTCAR,0.03249,301,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/4-GST_124/10-opt2/CONTCAR,opt-CONTCAR,PCM
Ge43Sb86Te172,amorphous,300K,nscc1741_XM/xumeng/1-PCM/4-GST_124/vdos/1-vdos-0-5000/POSCAR,0.03043,301,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/4-GST_124/vdos/1-vdos-0-5000/POSCAR,md-first-frame,PCM
Ge43Sb86Te172,amorphous,300K,nscc1741_XM/xumeng/1-PCM/4-GST_124/vdos/2-vdos-0-10000/POSCAR,0.03043,301,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/4-GST_124/vdos/2-vdos-0-10000/POSCAR,md-first-frame,PCM
Ge43Sb86Te172,amorphous,300K,nscc1741_XM/xumeng/1-PCM/4-GST_124/vdos/3-vdos-0-3000-3/POSCAR,0.03043,301,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/4-GST_124/vdos/3-vdos-0-3000-3/POSCAR,md-first-frame,PCM
Ge43Sb86Te172,amorphous,300K,nscc1741_XM/xumeng/1-PCM/4-GST_124/vdos/4-vdos-0-10000-4/POSCAR,0.03043,301,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/4-GST_124/vdos/4-vdos-0-10000-4/POSCAR,md-first-frame,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/5-GeTe/6-opt2/CONTCAR,0.03221,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/6-opt2/CONTCAR,opt-CONTCAR,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/5-GeTe/1-vacf-1000/POSCAR,0.03526,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/1-vacf-1000/POSCAR,md-first-frame,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/5-GeTe/15-MD-300/POSCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/15-MD-300/POSCAR,md-first-frame,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/5-GeTe/pressure/1-0GPa/POSCAR,0.03526,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/pressure/1-0GPa/POSCAR,md-first-frame,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/5-GeTe/pressure/2-2%/POSCAR,0.03746,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/pressure/2-2%/POSCAR,md-first-frame,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/5-GeTe/pressure/3-5%/POSCAR,0.04112,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/pressure/3-5%/POSCAR,md-first-frame,PCM
Ge150Te150,amorphous,400K,nscc1741_XM/xumeng/1-PCM/5-GeTe/temperature/2-400k/POSCAR,0.03526,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/temperature/2-400k/POSCAR,md-first-frame,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/5-GeTe/vdos/1-vacf-1000/POSCAR,0.03526,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/vdos/1-vacf-1000/POSCAR,md-first-frame,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/5-GeTe/vdos/2-vacf-5000/POSCAR,0.03526,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/vdos/2-vacf-5000/POSCAR,md-first-frame,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/5-GeTe/vdos/3-vdos-3000-0/POSCAR,0.03526,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/vdos/3-vdos-3000-0/POSCAR,md-first-frame,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/5-GeTe/vdos/4-vdos-0-10000/POSCAR,0.03526,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/5-GeTe/vdos/4-vdos-0-10000/POSCAR,md-first-frame,PCM
Sb120Te180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/6-Sb2Te3/4-opt2/CONTCAR,0.0281,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/6-Sb2Te3/4-opt2/CONTCAR,opt-CONTCAR,PCM
Sb120Te180,amorphous,300K,nscc1741_XM/xumeng/1-PCM/6-Sb2Te3/vdos/1-0-3000/POSCAR,0.02731,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/6-Sb2Te3/vdos/1-0-3000/POSCAR,md-first-frame,PCM
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/7-GeSe/20-opt7/CONTCAR,0.03884,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/7-GeSe/20-opt7/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/7-GeSe/temperature/1-300k/POSCAR,0.04047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/7-GeSe/temperature/1-300k/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/7-GeSe/vdos/1-vdos-0-3000/POSCAR,0.04047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/7-GeSe/vdos/1-vdos-0-3000/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/7-GeSe/vdos/2-vdos-0-10000/POSCAR,0.04047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/7-GeSe/vdos/2-vdos-0-10000/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/7-GeSe/vdos/vacf/POSCAR,0.04047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/7-GeSe/vdos/vacf/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/7-GeSe/vdos/vacf-5000/POSCAR,0.04047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/7-GeSe/vdos/vacf-5000/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/7-GeSe/vdos/vacf-5000-2/POSCAR,0.04047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/7-GeSe/vdos/vacf-5000-2/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/7-GeSe/vdos/vacf-5000-2/vacf-5000/POSCAR,0.04047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/7-GeSe/vdos/vacf-5000-2/vacf-5000/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/7-GeSe/vdos/vacf-5000/vacf-5000/POSCAR,0.04047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/7-GeSe/vdos/vacf-5000/vacf-5000/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/7-GeSe/vdos/vacf2/POSCAR,0.04047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/7-GeSe/vdos/vacf2/POSCAR,md-first-frame,OTS
C150Si150,amorphous,300K,nscc1741_XM/xumeng/1-PCM/8-SiC/3-opt2/CONTCAR,0.09072,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/1-PCM/8-SiC/3-opt2/CONTCAR,opt-CONTCAR,Others
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/0-1.00/2-opt/CONTCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/0-1.00/2-opt/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/0-1.00/1-MD-300K/POSCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/0-1.00/1-MD-300K/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/1-0.99/1-opt2/CONTCAR,0.03792,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/1-0.99/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/10-0.95/1-opt2/CONTCAR,0.04291,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/10-0.95/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/11-0.935/1-opt2/CONTCAR,0.04501,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/11-0.935/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/11-0.935/3-MD-300K/POSCAR,0.04501,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/11-0.935/3-MD-300K/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/12-0.925/1-opt2/CONTCAR,0.04648,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/12-0.925/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/13-0.945/1-opt2/CONTCAR,0.04359,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/13-0.945/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/14-0.947/1-opt2/CONTCAR,0.04332,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/14-0.947/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/15-0.948/1-opt2/CONTCAR,0.04318,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/15-0.948/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/16-0.949/1-opt2/CONTCAR,0.04305,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/16-0.949/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/17-0.9495/1-opt2/CONTCAR,0.04298,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/17-0.9495/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/18-0.943/1-opt2/CONTCAR,0.04387,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/18-0.943/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/2-0.98/1-opt2/CONTCAR,0.03909,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/2-0.98/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/2-0.98/3-MD-300K/POSCAR,0.03909,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/2-0.98/3-MD-300K/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/4-0.96/1-opt2/CONTCAR,0.04158,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/4-0.96/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/4-0.96/3-MD-300K/POSCAR,0.04158,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/4-0.96/3-MD-300K/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/4-0.96/relax/4-opt2-98/CONTCAR,0.03909,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/4-0.96/relax/4-opt2-98/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/5-0.92/1-opt2/CONTCAR,0.04725,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/5-0.92/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/5-0.92/3-MD-300K/POSCAR,0.04725,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/5-0.92/3-MD-300K/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/5-0.92/4-opt2-94/CONTCAR,0.04429,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/5-0.92/4-opt2-94/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/5-0.92/6-opt2-98/CONTCAR,0.03909,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/5-0.92/6-opt2-98/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/5-0.92/8-opt2-100/CONTCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/5-0.92/8-opt2-100/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/6-0.9/1-opt2/CONTCAR,0.05047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/6-0.9/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/6-0.9/3-MD-300K/POSCAR,0.05047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/6-0.9/3-MD-300K/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/7-0.85/1-opt2/CONTCAR,0.05991,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/7-0.85/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/8-0.94/1-opt2/CONTCAR,0.04429,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/8-0.94/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/8-0.94/MD-300K/POSCAR,0.04429,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/8-0.94/MD-300K/POSCAR,md-first-frame,OTS
Ge150Se149,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/8-0.94/mgs_rebuild/1-opt2/CONTCAR,0.04415,299,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/8-0.94/mgs_rebuild/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/8-0.94/mgs_rebuild/8-opt2-fix/CONTCAR,0.04442,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/8-0.94/mgs_rebuild/8-opt2-fix/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/9-0.93/1-opt2/CONTCAR,0.04574,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/9-0.93/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/GeS/1-0.96/1-opt2/CONTCAR,0.04554,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/GeS/1-0.96/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/GeS/2-0.94/1-opt2/CONTCAR,0.04851,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/GeS/2-0.94/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/GeS/3-0.93/1-opt2/CONTCAR,0.05009,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/GeS/3-0.93/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/GeS/4-0.92/1-opt2/CONTCAR,0.05174,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/GeS/4-0.92/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge43Te257,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/GeTe6/0-1.00/2-MD/POSCAR,0.02719,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/GeTe6/0-1.00/2-MD/POSCAR,md-first-frame,OTS
Ge43Te257,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/GeTe6/1-0.96/1-opt2/CONTCAR,0.03073,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/GeTe6/1-0.96/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge43Te257,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/GeTe6/2-0.98/1-opt2/CONTCAR,0.02889,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/GeTe6/2-0.98/1-opt2/CONTCAR,opt-CONTCAR,OTS
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/SiSe/1-300K/POSCAR,0.03803,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/SiSe/1-300K/POSCAR,md-first-frame,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/SiSe/pressure/1-opt2/CONTCAR,0.04884,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/SiSe/pressure/1-opt2/CONTCAR,opt-CONTCAR,Others
Se150Sn150,amorphous,300K,nscc1741_XM/xumeng/10-OTS-pressure/SnSe/1-opt2-97/CONTCAR,0.03564,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/10-OTS-pressure/SnSe/1-opt2-97/CONTCAR,opt-CONTCAR,Others
